시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
작은자리종합사회복지관,경기도 시흥시 시흥대로 1087,경기도 시흥시 신천동 882-2,작은자리종합사회복지관,031-313-6249,작은자리종합사회복지관,저소득노인(기초생활수급자 및 차상위),중식(11:00-12:00),월+화+수+목+금,1998-02-01,,37.43293702,126.7927861,2025-02-12,4010000,경기도 시흥시
시흥시노인종합복지관,경기도 시흥시 장현능곡로 214,경기도 시흥시 능곡동 765,시흥시노인종합복지관,031-404-3100,시흥시노인종합복지관,저소득노인(기초생활수급자 및 차상위),중식(11:30-13:00),월+화+수+목+금+토 (토요일 자체운영),2010-04-22,,37.36865998,126.8133007,2025-02-12,4010000,경기도 시흥시
장곡종합사회복지관,경기도 시흥시 동서장곡길 55,경기도 시흥시 장곡동 426-2,장곡종합사회복지관,031-380-5446,장곡종합사회복지관,저소득노인(기초생활수급자 및 차상위),중식(11:30-13:00),월+화+수+목+금,2021-06-01,,37.3818803690,126.7849099797,2025-02-12,4010000,경기도 시흥시
경기시흥남부지역자활센터,경기도 시흥시 정왕대로233번길 28-1,경기도 시흥시 정왕동 1600-4,경기시흥남부지역자활센터,031-497-7151,경기시흥남부지역자활센터,저소득노인(기초생활수급자 및 차상위),중식(11:30-13:00),월+화+수+목+금,2025-01-02,,37.34723424,126.7415359,2025-02-12,4010000,경기도 시흥시
분도와안나 개미꽃동산,광주광역시 남구 서당골3길 9 (서동),광주광역시 남구 서동 111-1,분도와안나 개미꽃동산,062-652-5158,분도와안나 개미꽃동산,결식우려노인,11시30분~12시30분,월~금,1991-01-01,2050-01-01,35.1454755044,126.905966,2025-03-01,3610000,광주광역시 남구
양지종합사회복지관,광주광역시 남구 제중로 24-10 (양림동),광주광역시 남구 양림동 293-4,양지종합사회복지관,062-673-1919,양지종합사회복지관,결식우려노인,11시20분~12시20분,월~금,2001-12-01,2050-01-01,35.136554,126.915497,2025-03-01,3610000,광주광역시 남구
사랑나눔지역아동센터,경기도 안산시 상록구 후곡로 34(사동) 2층,경기도 안산시 상록구 사동 1286-6,경기도 안산시 상록구청,031-438-1255,사랑나눔지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.29673089,126.8473204,2025-07-03,3930000,경기도 안산시
산성지역아동센터,"경기도 안산시 상록구 장화3길 2-1, 2층(사동)",경기도 안산시 상록구 사동 1421-1,경기도 안산시 상록구청,031-418-7818,산성지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.284359157,126.8485896324,2025-07-03,3930000,경기도 안산시
상록지역아동센터,경기도 안산시 상록구 석호로 100-13,경기도 안산시 상록구 사동 1184,경기도 안산시 상록구청,031-419-1733,상록지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.3023541115,126.8464813333,2025-07-03,3930000,경기도 안산시
새희망지역아동센터,"경기도 안산시 상록구 천문3길 4, 2층(사동)",경기도 안산시 상록구 사동 1528-1,경기도 안산시 상록구청,031-502-3927,새희망지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.30570102,126.8443161,2025-07-03,3930000,경기도 안산시
생수지역아동센터,"경기도 안산시 상록구 호동로 43-1,2층(일동)",경기도 안산시 상록구 일동 541-12,경기도 안산시 상록구청,031-409-3774,생수지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.3172245249,126.8628526086,2025-07-03,3930000,경기도 안산시
청솔섬김의집,대구광역시 서구 옥산로6길 9,대구광역시 서구 원대동3가 1120-1,서구제일종합사회복지관,053-353-8310,대구광역시 서구 옥산로6길 9,노인,중식(11:30),화+수+목,,,35.88572216,128.5788843,2025-07-30,6270000,대구광역시
천사의집,대구광역시 서구 국채보상로 365,대구광역시 서구 비산동 378-9,한국나눔연맹,053-524-1004,대구광역시 서구 국채보상로 365,노인,중식(11:30),월+수+토,,,35.87259803,128.5706752,2025-07-30,6270000,대구광역시
양무리,대구광역시 서구 문화로63길 19-1,대구광역시 서구 평리동 772-15,평산교회,053-557-0086,대구광역시 서구 문화로63길 19-1,노인,중식(11:30),토,,,35.87754773,128.568029,2025-07-30,6270000,대구광역시
희망의집,대구광역시 남구 대봉로 108,대구광역시 남구 이천동 557-9,사)함께하는마음재단,053-476-6635,대구광역시 남구 대봉로 108,노인,중식(11:00),화+금+토,,,35.84825378,128.6041686,2025-07-30,6270000,대구광역시
범어교회,대구광역시 수성구 청호로84길 71(범어동),대구광역시 수성구 범어동 98-1,범어교회,053-667-8801,대구광역시 수성구 청호로84길 71(범어동),노인,석식(17:00-18:00),월+화+수+목+금+토+일,,,35.85291401,128.6405564,2025-07-30,6270000,대구광역시
어울림자원봉사센터,대구광역시 달서구 와룡로2길 42(본동),대구광역시 달서구 본동 1094-1,어울림나눔터,053-628-8204,대구광역시 달서구 와룡로2길 42(본동),노인,중식(11:30~12:30),수+토,,,35.83391881,128.5400739,2025-07-30,6270000,대구광역시
나눔공동체우리집,대구광역시 달서구 월곡로26길 15-4(상인동),대구광역시 달서구 상인동 1202-1,나눔공동체우리집,070-4606-6046,대구광역시 달서구 월곡로26길 15-4(상인동),노인,"중식(10:30-17:00,12:00-13:00(일요일))",월+화+수+목+금+토+일,,,35.80882338,128.5494071,2025-07-30,6270000,대구광역시
(사)사랑해밥차,대구광역시 달서구 대명천로 28,대구광역시 달서구 성당동 202-41,(사)사랑해밥차,053-653-7770,대구광역시 달서구 대명천로 28,노인,중식(11:40),화+목,,,35.83907182,128.5561721,2025-07-30,6270000,대구광역시
행복한동행,대구광역시 수성구 화랑로34길 17,대구광역시 수성구 만촌동 380-2,행복한동행,053-475-6800,대구광역시 수성구 화랑로34길 17,노인,중식(11:50),토,,,35.87617784,128.6463463,2025-07-30,6270000,대구광역시
증평삼보사회복지관,충청북도 증평군 증평읍 창신로85,충청북도 증평군 증평읍 신동리 545,증평삼보사회복지관,043-836-6040,증평삼보사회복지관,식사해결의 어려움이 있는 노인 49명,중식(11:20-12:00),주5일(월~금),2025-01-01,2025-12-31,36.77851919,127.5812862,2025-08-26,5570000,충청북도 증평군
금천노인종합복지관,서울특별시 금천구 시흥대로51길 93-32(시흥동),서울특별시 금천구 시흥동 558-1,금천노인종합복지관,02-804-4058,금천노인종합복지관 지하1층,저소득 어르신,중식(11:20-12:40),월+화+수+목+금+토,,,37.4501638,126.8977638,2025-08-26,3170000,서울특별시 금천구
금천누리종합사회복지관,서울특별시 금천구 가산로 129(가산동),서울특별시 금천구 가산동 144-3,금천누리종합사회복지관,02-868-6856,금천누리종합사회복지관 5층,저소득 어르신,중식(11:20-12:30),월+화+수+목+금+토,,,37.476852,126.891799,2025-08-26,3170000,서울특별시 금천구
금천한내어르신복지센터,서울특별시 금천구 한내로 69-15(독산동),서울특별시 금천구 독산동 1088-1,금천한내어르신복지센터,02-897-5104,금천한내어르신복지센터 4층,저소득 어르신,중식(11:00-12:10),월+화+수+목+금+토,,,37.4573875,126.8865394,2025-08-26,3170000,서울특별시 금천구
금천호암노인종합복지관,서울특별시 금천구 독산로72길 86-5(독산동),서울특별시 금천구 독산동 917,금천호암노인종합복지관,02-853-7203,금천호암노인종합복지관 2층,저소득 어르신,중식(11:30-13:00),월+화+수+목+금+토,,,37.46951291,126.9064763,2025-08-26,3170000,서울특별시 금천구
동암교회,광주광역시 북구 동운로 213번길 22(운암동),광주광역시 북구 운암동 868,동암교회,062-513-7620,동암교회,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
동산교회,광주광역시 북구 동문대로 167번길 45(우산동),광주광역시 북구 우산동 8-1,동산교회,062-264-7606,동산교회,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,,,,2025-06-02,6290000,광주광역시
송광종합사회복지관,광주광역시 광산구 우산로 17(우산동),광주광역시 광산구 우산동1603-1,송광종합사회복지관,062-941-8248,송광종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
하남종합사회복지관,광주광역시 광산구 월곡산정로 12(우산동),광주광역시 광산구 우산동 1571-1,하남종합사회복지관,062-951-0701,하남종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
행복나루노인복지관,광주광역시 광산구 송정로52번길 20(도산동),광주광역시 광산구 도산동 925-1,행복나루노인복지관,062-942-3663,행복나루노인복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
더불어락노인복지관,광주광역시 광산구 목련로 156(운남동),광주광역시 광산구 운남동 799-1,더불어락노인복지관,062-959-9004,더불어락노인복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
행복드림종합사회복지관,광주광역시 광산구 용아로379번길 25-2(산정동),광주광역시 광산구 산정동 1052,행복드림종합사회복지관,062-962-9130,행복드림종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
군산노인종합복지관,전북특별자치도 군산시 둔배미길 29,전북특별자치도 군산시 중앙로2가 140-8,군산노인종합복지관,063-442-4227,군산노인종합복지관,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(11:30-12:30),월+화+수+목+금,2000-12-01,,35.9829343,126.7158319,2025-05-28,4671000,전북특별자치도 군산시
군산경로식당,전북특별자치도 군산시 중앙로 44-8,전북특별자치도 군산시 대명동 385-85,군산경로식당,063-442-5323,군산경로식당,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(11:00-12:00),월+화+수+목+금+토,1996-12-01,,35.97918886,126.721103,2025-05-28,4671000,전북특별자치도 군산시
군산나운종합사회복지관,전북특별자치도 군산시 문화로 36,전북특별자치도 군산시 나운동 45,군산나운종합사회복지관,063-462-7260,군산나운종합사회복지관,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(11:40-12:40),월+화+수+목+금,2002-02-01,,35.96946662,126.7099554,2025-05-28,4671000,전북특별자치도 군산시
금강노인복지관,전북특별자치도 군산시 백릉로 245,전북특별자치도 군산시 구암동 307-4,금강노인복지관,063-442-0012,금강노인복지관,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(11:30-12:30),월+화+수+목+금,2014-02-01,,35.980484,126.750436,2025-05-28,4671000,전북특별자치도 군산시
사단법인 예사봉사단,전북특별자치도 군산시 칠성7길 12,전북특별자치도 군산시 산북동 3609-3,사단법인 예사봉사단,063-466-1907,사단법인 예사봉사단,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(11:30-12:30),월+화+수+목+금+토,2021-07-01,,35.96172289,126.679539,2025-05-28,4671000,전북특별자치도 군산시
대야노인복지관,전북특별자치도 군산시 대야면 우덕2길 7,전북특별자치도 군산시 대야면 지경리 731-21,대야노인복지관,063-451-9500,대야노인복지관,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(11:30-12:30),월+화+수+목+금,2023-02-06,,35.94707177,126.8108553,2025-05-28,4671000,전북특별자치도 군산시
충주종합사회복지관,충청북도 충주시 주공길 7(연수동),충청북도 충주시 연수동 1228,충주종합사회복지관,043-855-3000,충주종합사회복지관 식당,"60세 이상 결식우려자(기초수급자,차상위계층)",중식(11:30-12:30),월+화+수+목+금,1998-01-01,,36.98808554,127.9364974,2025-05-31,4390000,충청북도 충주시
충주종합사회복지관 분관,"충청북도 충주시 사직산21길 34(문화동, 충주시 건강복지타운)",충청북도 충주시 문화동 1655,충주종합사회복지관 분관,043-855-3011,충주종합사회복지관 분관 경로식당,"60세 이상 결식우려자(기초수급자,차상위계층)",중식(11:30-12:30),월+화+수+목+금,2020-01-01,,36.97085167,127.9280135,2025-05-31,4390000,충청북도 충주시
충주시노인복지관,충청북도 충주시 대가미 13길 20(교현동),충청북도 충주시 교현동 714,충주시노인복지관,043-857-8683,충주시노인복지관 경로식당,"60세 이상 결식우려자(기초수급자,차상위계층)",중식(11:20-12:20),월+화+수+목+금,2004-02-09,,36.980572,127.926441,2025-05-31,4390000,충청북도 충주시
충주시노인복지관 남부분관,충청북도 충주시 신촌8길 1(지현동),충청북도 충주시 지현동 2161,충주시노인복지관 분관,043-724-3345,충주시노인복지관 분관 경로식당,"60세 이상 결식우려자(기초수급자,차상위계층)",중식(11:20-12:20),월+화+수+목+금,2014-03-07,,36.95831773,127.9311777,2025-05-31,4390000,충청북도 충주시
